Test Sector:
Device ID, Channel, Tile ID, trial, x, y, temp, temp_control, IMON, RMON, VCOMP
xorigincm, xfinalcm, xsteplengthcm, xsteps = 86.2489, 86.2489, 0, 199
yorigincm, yfinalcm, ysteplengthcm, nRepeat = -0.908767, 48.9088, 0.25, 5
0, 15, 30, 0, 0, 0, 26.66, 25.68, 0.270, 1.400, 0.004

1, 15, 31, 0, 0, 0, 26.66, 25.68, 0.210, 1.374, 0.004

0, 15, 30, 1, 0, 0, 26.66, 25.68, 0.270, 1.399, 0.004

1, 15, 31, 1, 0, 0, 26.66, 25.68, 0.210, 1.378, 0.004

0, 15, 30, 2, 0, 0, 26.66, 25.68, 0.270, 1.389, 0.004

1, 15, 31, 2, 0, 0, 26.66, 25.68, 0.210, 1.371, 0.004

0, 15, 30, 3, 0, 0, 26.66, 25.68, 0.270, 1.397, 0.004

1, 15, 31, 3, 0, 0, 26.66, 25.68, 0.200, 1.375, 0.004

0, 15, 30, 4, 0, 0, 26.66, 25.68, 0.270, 1.398, 0.004

1, 15, 31, 4, 0, 0, 26.66, 25.68, 0.210, 1.374, 0.004

0, 15, 30, 0, 86.2489, -0.908767, 26.17, 26.17, 0.270, 1.396, 0.004

1, 15, 31, 0, 86.2489, -0.908767, 27.15, 26.17, 0.200, 1.377, 0.004

0, 15, 30, 1, 86.2489, -0.908767, 26.17, 26.17, 0.270, 1.403, 0.004

1, 15, 31, 1, 86.2489, -0.908767, 27.15, 26.17, 0.200, 1.371, 0.004

0, 15, 30, 2, 86.2489, -0.908767, 26.17, 26.17, 0.260, 1.397, 0.004

1, 15, 31, 2, 86.2489, -0.908767, 27.15, 26.17, 0.210, 1.372, 0.004

0, 15, 30, 3, 86.2489, -0.908767, 26.17, 26.17, 0.260, 1.399, 0.004

1, 15, 31, 3, 86.2489, -0.908767, 27.15, 26.17, 0.200, 1.366, 0.004

0, 15, 30, 4, 86.2489, -0.908767, 26.17, 26.17, 0.260, 1.403, 0.004

1, 15, 31, 4, 86.2489, -0.908767, 27.15, 26.17, 0.200, 1.377, 0.004

0, 15, 30, 0, 86.2489, -0.658767, 25.68, 26.17, 0.270, 1.393, 0.004

1, 15, 31, 0, 86.2489, -0.658767, 27.15, 26.17, 0.200, 1.373, 0.004

0, 15, 30, 1, 86.2489, -0.658767, 25.68, 26.17, 0.270, 1.400, 0.004

1, 15, 31, 1, 86.2489, -0.658767, 27.15, 26.17, 0.200, 1.370, 0.004

0, 15, 30, 2, 86.2489, -0.658767, 25.68, 26.17, 0.260, 1.404, 0.004

1, 15, 31, 2, 86.2489, -0.658767, 27.15, 26.17, 0.200, 1.375, 0.004

0, 15, 30, 3, 86.2489, -0.658767, 25.68, 26.17, 0.270, 1.397, 0.004

1, 15, 31, 3, 86.2489, -0.658767, 27.15, 26.17, 0.210, 1.358, 0.004

0, 15, 30, 4, 86.2489, -0.658767, 25.68, 26.17, 0.270, 1.404, 0.004

1, 15, 31, 4, 86.2489, -0.658767, 27.15, 26.17, 0.200, 1.369, 0.004

0, 15, 30, 0, 86.2489, -0.408767, 26.66, 26.66, 0.270, 1.401, 0.004

1, 15, 31, 0, 86.2489, -0.408767, 26.17, 26.66, 0.200, 1.379, 0.004

0, 15, 30, 1, 86.2489, -0.408767, 26.66, 26.66, 0.260, 1.400, 0.004

1, 15, 31, 1, 86.2489, -0.408767, 26.17, 26.66, 0.200, 1.373, 0.004

0, 15, 30, 2, 86.2489, -0.408767, 26.66, 26.66, 0.270, 1.401, 0.004

1, 15, 31, 2, 86.2489, -0.408767, 26.17, 26.66, 0.210, 1.376, 0.004

0, 15, 30, 3, 86.2489, -0.408767, 26.66, 26.66, 0.260, 1.399, 0.004

1, 15, 31, 3, 86.2489, -0.408767, 26.17, 26.66, 0.200, 1.373, 0.004

0, 15, 30, 4, 86.2489, -0.408767, 26.66, 26.66, 0.270, 1.394, 0.004

1, 15, 31, 4, 86.2489, -0.408767, 26.17, 26.66, 0.200, 1.375, 0.004

0, 15, 30, 0, 86.2489, -0.158767, 26.66, 26.17, 0.260, 1.405, 0.004

1, 15, 31, 0, 86.2489, -0.158767, 27.15, 26.17, 0.200, 1.375, 0.004

0, 15, 30, 1, 86.2489, -0.158767, 26.66, 26.17, 0.270, 1.400, 0.004

1, 15, 31, 1, 86.2489, -0.158767, 27.15, 26.17, 0.200, 1.375, 0.004

0, 15, 30, 2, 86.2489, -0.158767, 26.66, 26.17, 0.260, 1.399, 0.004

1, 15, 31, 2, 86.2489, -0.158767, 27.15, 26.17, 0.200, 1.369, 0.004

0, 15, 30, 3, 86.2489, -0.158767, 26.66, 26.17, 0.260, 1.401, 0.004

1, 15, 31, 3, 86.2489, -0.158767, 27.15, 26.17, 0.210, 1.377, 0.004

0, 15, 30, 4, 86.2489, -0.158767, 26.66, 26.17, 0.260, 1.393, 0.004

1, 15, 31, 4, 86.2489, -0.158767, 27.15, 26.17, 0.200, 1.365, 0.004

0, 15, 30, 0, 86.2489, 0.0912332, 25.20, 26.66, 0.260, 1.396, 0.004

1, 15, 31, 0, 86.2489, 0.0912332, 27.15, 26.66, 0.200, 1.375, 0.004

0, 15, 30, 1, 86.2489, 0.0912332, 25.20, 26.66, 0.260, 1.397, 0.004

1, 15, 31, 1, 86.2489, 0.0912332, 27.15, 26.66, 0.200, 1.370, 0.004

0, 15, 30, 2, 86.2489, 0.0912332, 25.20, 26.66, 0.270, 1.395, 0.004

1, 15, 31, 2, 86.2489, 0.0912332, 27.15, 26.66, 0.200, 1.366, 0.004

0, 15, 30, 3, 86.2489, 0.0912332, 25.20, 26.66, 0.260, 1.403, 0.004

1, 15, 31, 3, 86.2489, 0.0912332, 27.15, 26.66, 0.200, 1.378, 0.004

0, 15, 30, 4, 86.2489, 0.0912332, 25.20, 26.66, 0.260, 1.394, 0.004

1, 15, 31, 4, 86.2489, 0.0912332, 27.15, 26.66, 0.210, 1.376, 0.004

0, 15, 30, 0, 86.2489, 0.341233, 26.17, 25.68, 0.270, 1.402, 0.004

1, 15, 31, 0, 86.2489, 0.341233, 27.15, 25.68, 0.200, 1.374, 0.004

0, 15, 30, 1, 86.2489, 0.341233, 26.17, 25.68, 0.260, 1.402, 0.004

1, 15, 31, 1, 86.2489, 0.341233, 27.15, 25.68, 0.200, 1.374, 0.004

0, 15, 30, 2, 86.2489, 0.341233, 26.17, 25.68, 0.260, 1.401, 0.004

1, 15, 31, 2, 86.2489, 0.341233, 27.15, 25.68, 0.200, 1.371, 0.004

0, 15, 30, 3, 86.2489, 0.341233, 26.17, 25.68, 0.270, 1.402, 0.004

1, 15, 31, 3, 86.2489, 0.341233, 27.15, 25.68, 0.200, 1.372, 0.004

0, 15, 30, 4, 86.2489, 0.341233, 26.17, 25.68, 0.260, 1.392, 0.004

1, 15, 31, 4, 86.2489, 0.341233, 27.15, 25.68, 0.200, 1.372, 0.004

0, 15, 30, 0, 86.2489, 0.591233, 26.66, 26.66, 0.270, 1.394, 0.004

1, 15, 31, 0, 86.2489, 0.591233, 27.15, 26.66, 0.200, 1.368, 0.004

0, 15, 30, 1, 86.2489, 0.591233, 26.66, 26.66, 0.260, 1.404, 0.004

1, 15, 31, 1, 86.2489, 0.591233, 27.15, 26.66, 0.200, 1.374, 0.004

0, 15, 30, 2, 86.2489, 0.591233, 26.66, 26.66, 0.260, 1.403, 0.004

1, 15, 31, 2, 86.2489, 0.591233, 27.15, 26.66, 0.200, 1.370, 0.004

0, 15, 30, 3, 86.2489, 0.591233, 26.66, 26.66, 0.260, 1.403, 0.004

1, 15, 31, 3, 86.2489, 0.591233, 27.15, 26.66, 0.200, 1.380, 0.004

0, 15, 30, 4, 86.2489, 0.591233, 26.66, 26.66, 0.270, 1.407, 0.004

1, 15, 31, 4, 86.2489, 0.591233, 27.15, 26.66, 0.200, 1.370, 0.004

0, 15, 30, 0, 86.2489, 0.841233, 25.68, 23.73, 0.260, 1.400, 0.004

1, 15, 31, 0, 86.2489, 0.841233, 26.66, 23.73, 0.200, 1.374, 0.004

0, 15, 30, 1, 86.2489, 0.841233, 25.68, 23.73, 0.260, 1.399, 0.004

1, 15, 31, 1, 86.2489, 0.841233, 26.66, 23.73, 0.200, 1.368, 0.004

0, 15, 30, 2, 86.2489, 0.841233, 25.68, 23.73, 0.270, 1.403, 0.004

1, 15, 31, 2, 86.2489, 0.841233, 26.66, 23.73, 0.200, 1.371, 0.004

0, 15, 30, 3, 86.2489, 0.841233, 25.68, 23.73, 0.260, 1.406, 0.004

1, 15, 31, 3, 86.2489, 0.841233, 26.66, 23.73, 0.200, 1.370, 0.004

0, 15, 30, 4, 86.2489, 0.841233, 25.68, 23.73, 0.260, 1.402, 0.004

1, 15, 31, 4, 86.2489, 0.841233, 26.66, 23.73, 0.210, 1.383, 0.004

0, 15, 30, 0, 86.2489, 1.09123, 26.66, 29.10, 0.260, 1.400, 0.004

1, 15, 31, 0, 86.2489, 1.09123, 26.66, 29.10, 0.200, 1.358, 0.004

0, 15, 30, 1, 86.2489, 1.09123, 26.66, 29.10, 0.260, 1.404, 0.004

1, 15, 31, 1, 86.2489, 1.09123, 26.66, 29.10, 0.200, 1.375, 0.004

0, 15, 30, 2, 86.2489, 1.09123, 26.66, 29.10, 0.260, 1.397, 0.004

1, 15, 31, 2, 86.2489, 1.09123, 26.66, 29.10, 0.210, 1.376, 0.004

0, 15, 30, 3, 86.2489, 1.09123, 26.66, 29.10, 0.260, 1.402, 0.004

1, 15, 31, 3, 86.2489, 1.09123, 26.66, 29.10, 0.210, 1.370, 0.004

0, 15, 30, 4, 86.2489, 1.09123, 26.66, 29.10, 0.260, 1.396, 0.004

1, 15, 31, 4, 86.2489, 1.09123, 26.66, 29.10, 0.210, 1.373, 0.004

0, 15, 30, 0, 86.2489, 1.34123, 25.20, 26.17, 0.270, 1.395, 0.004

1, 15, 31, 0, 86.2489, 1.34123, 26.66, 26.17, 0.210, 1.376, 0.004

0, 15, 30, 1, 86.2489, 1.34123, 25.20, 26.17, 0.270, 1.399, 0.004

1, 15, 31, 1, 86.2489, 1.34123, 26.66, 26.17, 0.210, 1.374, 0.004

0, 15, 30, 2, 86.2489, 1.34123, 25.20, 26.17, 0.260, 1.400, 0.004

1, 15, 31, 2, 86.2489, 1.34123, 26.66, 26.17, 0.200, 1.368, 0.004

0, 15, 30, 3, 86.2489, 1.34123, 25.20, 26.17, 0.260, 1.395, 0.004

1, 15, 31, 3, 86.2489, 1.34123, 26.66, 26.17, 0.200, 1.380, 0.004

0, 15, 30, 4, 86.2489, 1.34123, 25.20, 26.17, 0.270, 1.392, 0.004

1, 15, 31, 4, 86.2489, 1.34123, 26.66, 26.17, 0.210, 1.369, 0.004

0, 15, 30, 0, 86.2489, 1.59123, 26.17, 25.68, 0.260, 1.399, 0.004

1, 15, 31, 0, 86.2489, 1.59123, 26.66, 25.68, 0.210, 1.375, 0.004

