Test Sector:
Device ID, Channel, Tile ID, trial, x, y, temp, temp_control, IMON, RMON, VCOMP
xorigincm, xfinalcm, xsteplengthcm, xsteps = 47.6118, 47.6118, 0, 117
yorigincm, yfinalcm, ysteplengthcm, nRepeat = 9.26425, 38.7357, 0.25, 5
0, 8, 16, 0, 0, 0, 26.17, 25.68, 0.270, 1.401, 0.004

1, 8, 17, 0, 0, 0, 27.15, 25.68, 0.300, 1.392, 0.004

0, 8, 16, 1, 0, 0, 26.17, 25.68, 0.270, 1.396, 0.004

1, 8, 17, 1, 0, 0, 27.15, 25.68, 0.270, 1.380, 0.004

0, 8, 16, 2, 0, 0, 26.17, 25.68, 0.270, 1.401, 0.004

1, 8, 17, 2, 0, 0, 27.15, 25.68, 0.270, 1.388, 0.004

0, 8, 16, 3, 0, 0, 26.17, 25.68, 0.270, 1.399, 0.004

1, 8, 17, 3, 0, 0, 27.15, 25.68, 0.270, 1.385, 0.004

0, 8, 16, 4, 0, 0, 26.17, 25.68, 0.270, 1.397, 0.004

1, 8, 17, 4, 0, 0, 27.15, 25.68, 0.270, 1.387, 0.004

0, 8, 16, 0, 47.6118, 9.26425, 24.22, 25.20, 0.270, 1.406, 0.004

1, 8, 17, 0, 47.6118, 9.26425, 25.68, 25.20, 0.280, 1.385, 0.004

0, 8, 16, 1, 47.6118, 9.26425, 24.22, 25.20, 0.270, 1.388, 0.004

1, 8, 17, 1, 47.6118, 9.26425, 25.68, 25.20, 0.310, 1.383, 0.004

0, 8, 16, 2, 47.6118, 9.26425, 24.22, 25.20, 0.270, 1.396, 0.004

1, 8, 17, 2, 47.6118, 9.26425, 25.68, 25.20, 0.280, 1.381, 0.004

0, 8, 16, 3, 47.6118, 9.26425, 24.22, 25.20, 0.270, 1.397, 0.004

1, 8, 17, 3, 47.6118, 9.26425, 25.68, 25.20, 0.310, 1.374, 0.004

0, 8, 16, 4, 47.6118, 9.26425, 24.22, 25.20, 0.270, 1.407, 0.004

1, 8, 17, 4, 47.6118, 9.26425, 25.68, 25.20, 0.310, 1.382, 0.004

0, 8, 16, 0, 47.6118, 9.51425, 25.20, 26.17, 0.270, 1.399, 0.004

1, 8, 17, 0, 47.6118, 9.51425, 26.66, 26.17, 0.310, 1.378, 0.004

0, 8, 16, 1, 47.6118, 9.51425, 25.20, 26.17, 0.270, 1.398, 0.004

1, 8, 17, 1, 47.6118, 9.51425, 26.66, 26.17, 0.280, 1.383, 0.004

0, 8, 16, 2, 47.6118, 9.51425, 25.20, 26.17, 0.270, 1.387, 0.004

1, 8, 17, 2, 47.6118, 9.51425, 26.66, 26.17, 0.310, 1.381, 0.004

0, 8, 16, 3, 47.6118, 9.51425, 25.20, 26.17, 0.270, 1.400, 0.004

1, 8, 17, 3, 47.6118, 9.51425, 26.66, 26.17, 0.310, 1.381, 0.004

0, 8, 16, 4, 47.6118, 9.51425, 25.20, 26.17, 0.270, 1.393, 0.004

1, 8, 17, 4, 47.6118, 9.51425, 26.66, 26.17, 0.280, 1.389, 0.004

0, 8, 16, 0, 47.6118, 9.76425, 25.68, 24.71, 0.270, 1.408, 0.004

1, 8, 17, 0, 47.6118, 9.76425, 26.17, 24.71, 0.280, 1.381, 0.004

0, 8, 16, 1, 47.6118, 9.76425, 25.68, 24.71, 0.270, 1.399, 0.004

1, 8, 17, 1, 47.6118, 9.76425, 26.17, 24.71, 0.280, 1.383, 0.004

0, 8, 16, 2, 47.6118, 9.76425, 25.68, 24.71, 0.270, 1.401, 0.004

1, 8, 17, 2, 47.6118, 9.76425, 26.17, 24.71, 0.310, 1.387, 0.004

0, 8, 16, 3, 47.6118, 9.76425, 25.68, 24.71, 0.260, 1.393, 0.004

1, 8, 17, 3, 47.6118, 9.76425, 26.17, 24.71, 0.280, 1.379, 0.004

0, 8, 16, 4, 47.6118, 9.76425, 25.68, 24.71, 0.270, 1.400, 0.004

1, 8, 17, 4, 47.6118, 9.76425, 26.17, 24.71, 0.280, 1.378, 0.004

